,word,frequency
624,hotel,2
625,ready,2
626,brown,2
627,smoothie,2
628,brews,2
629,vietnamese,2
630,yummy,2
631,nola,2
632,looks,2
633,wrap,2
634,blt,2
635,la,2
636,wrong,2
637,vegetarian,2
638,sit,2
639,sitting,2
640,eggs,2
641,tasted,2
642,frequently,2
643,joints,2
644,seriously,2
645,seasoned,2
646,offer,2
647,grits,2
648,process,2
649,part,2
650,parlor,2
651,alcohol,2
652,7,2
653,mouth,2
654,milk,2
655,craft,2
656,filling,2
657,juicy,2
658,offered,2
659,rare,2
660,byob,2
661,generous,2
662,taiwanese,2
663,smoked,2
664,gravy,2
665,decide,2
666,20,2
667,reservation,2
668,left,2
669,strong,2
670,cut,2
671,youve,2
672,couldnt,2
673,etc,2
674,outstanding,2
675,orange,2
676,able,2
677,foods,2
678,pick,2
679,satisfying,2
680,year,2
681,located,2
682,enjoyable,2
683,gets,2
684,fall,2
685,funky,2
686,date,2
687,change,2
688,forget,2
689,clean,2
690,weight,2
691,juice,2
692,12,2
693,soooo,2
694,worked,2
695,waitress,2
696,popular,2
697,plenty,2
698,note,2
699,sausage,2
700,cash,2
701,heated,2
702,late,2
703,lovely,2
704,dogs,2
705,tuna,2
706,outdoor,2
707,stars,2
708,9,2
709,original,2
710,used,2
711,kiwi,2
712,absolute,1
713,mead,1
714,listen,1
715,damn,1
716,unbelievable,1
717,agreed,1
718,holy,1
719,smokes,1
720,actual,1
721,meats,1
722,stopping,1
723,sing,1
724,sundae,1
725,burgersfries,1
726,hangout,1
727,story,1
728,mmm,1
729,helps,1
730,locally,1
731,enjoying,1
732,funk,1
733,zone,1
734,speedway,1
735,brother,1
736,set,1
737,thankfully,1
738,sliced,1
739,weary,1
740,loose,1
741,range,1
742,splurge,1
743,hoagies,1
744,ketchup,1
745,cure,1
746,daughters,1
747,sb,1
748,afternoon,1
749,refreshing,1
750,beans,1
751,helped,1
752,wide,1
753,safe,1
754,nashville,1
755,knows,1
756,key,1
757,5stars,1
758,sunday,1
759,item,1
760,bagels,1
761,ground,1
762,cause,1
763,cannolis,1
764,ahead,1
765,living,1
766,stl,1
767,quite,1
768,dry,1
769,lover,1
770,indy,1
771,refusing,1
772,talk,1
773,concept,1
774,urban,1
775,whiskey,1
776,fully,1
777,courteous,1
778,weird,1
779,sorbet,1
780,german,1
781,polish,1
782,hungry,1
783,asked,1
784,burrito,1
785,trained,1
786,lime,1
787,stay,1
788,cheesesteak,1
789,imagine,1
790,address,1
791,pleasure,1
792,earlier,1
793,sushi,1
794,chairs,1
795,pancakes,1
796,deciding,1
797,waterline,1
798,ave,1
799,stand,1
800,per,1
801,boba,1
802,intimate,1
803,fabulous,1
804,windy,1
805,plantains,1
806,muffins,1
807,veggie,1
808,portobello,1
809,bars,1
810,il,1
811,crowds,1
812,website,1
813,needs,1
814,cajun,1
815,diner,1
816,important,1
817,annual,1
818,fork,1
819,downpour,1
820,charge,1
821,lbs,1
822,recipe,1
823,packages,1
824,costco,1
825,person,1
826,sooo,1
827,managed,1
828,corn,1
829,state,1
830,started,1
831,reason,1
832,finally,1
833,needed,1
834,truffle,1
835,hype,1
836,goods,1
837,show,1
838,plates,1
839,rangoon,1
840,wednesday,1
841,tonight,1
842,coworkers,1
843,environment,1
844,spaghetti,1
845,n,1
846,neither,1
847,45,1
848,clams,1
849,wild,1
850,consisting,1
851,fairly,1
852,grilled,1
853,watching,1
854,blast,1
855,11am,1
856,areas,1
857,pete,1
858,deep,1
859,vibe,1
860,arizona,1
861,dollar,1
862,question,1
863,given,1
864,park,1
865,bartenders,1
866,custom,1
867,perk,1
868,creamy,1
869,chocked,1
870,cheddar,1
871,dq,1
872,faces,1
873,girl,1
874,pita,1
875,business,1
876,sent,1
877,remembered,1
878,810,1
879,noon,1
880,parties,1
881,crisp,1
882,decoration,1
883,shrimp,1
884,face,1
885,series,1
886,improvements,1
887,nicer,1
888,pleased,1
889,mother,1
890,aunt,1
891,dipped,1
892,surprise,1
893,gooey,1
894,wouldve,1
895,explaining,1
896,hospitality,1
897,fingers,1
898,case,1
899,weather,1
900,dinning,1
901,mall,1
902,delivers,1
903,level,1
904,trader,1
905,sips,1
906,mocha,1
907,goto,1
908,thai,1
909,opening,1
910,barbara,1
911,hooked,1
912,class,1
913,cozy,1
914,pralines,1
915,coffeebar,1
916,okay,1
917,bagel,1
918,seated,1
919,espresso,1
920,blueberry,1
921,bowls,1
922,instant,1
923,mid,1
924,catering,1
925,beef,1
926,book,1
927,insane,1
928,gyros,1
929,empanadas,1
930,beautifully,1
931,isnt,1
932,green,1
933,walk,1
934,tender,1
935,jersey,1
936,hes,1
937,district,1
938,paid,1
939,beat,1
940,personally,1
941,become,1
942,delivery,1
943,depot,1
944,relaxed,1
945,choosing,1
946,moved,1
947,eclectic,1
948,shredded,1
949,regardless,1
950,elegant,1
951,mushrooms,1
952,onion,1
953,rings,1
954,fool,1
955,reminiscent,1
956,shaved,1
957,waiter,1
958,entree,1
959,packed,1
960,regret,1
961,notice,1
962,uni,1
963,mango,1
964,away,1
965,venture,1
966,parts,1
967,rock,1
968,months,1
969,sell,1
970,grace,1
971,accompanying,1
972,thats,1
973,reservations,1
974,stuffed,1
975,broccoli,1
976,assortment,1
977,bartender,1
978,filled,1
979,empty,1
980,cross,1
981,grandma,1
982,supermarkets,1
983,waited,1
984,smoothies,1
985,whole,1
986,outliers,1
987,stopped,1
988,bell,1
989,meade,1
990,permeated,1
991,brunch,1
992,incredibly,1
993,negative,1
994,culinary,1
995,choice,1
996,comes,1
997,almonds,1
998,watermelon,1
999,perfection,1
1000,equally,1
1001,def,1
1002,play,1
1003,dad,1
1004,enjoyed,1
1005,everywhere,1
1006,salads,1
1007,taco,1
1008,treats,1
1009,efficient,1
1010,medium,1
1011,indoor,1
1012,anyways,1
1013,hold,1
1014,trips,1
1015,establishment,1
1016,pineapple,1
1017,lived,1
1018,bloody,1
1019,mary,1
1020,ways,1
1021,instagram,1
1022,hint,1
1023,tourists,1
1024,bistro,1
1025,spider,1
1026,suggestions,1
1027,advance,1
1028,block,1
1029,raised,1
1030,dance,1
1031,f,1
1032,cherry,1
1033,mint,1
1034,caramelized,1
1035,interior,1
1036,ghinis,1
1037,within,1
1038,cannonau,1
1039,fact,1
1040,homemade,1
1041,oily,1
1042,choose,1
1043,sour,1
1044,oil,1
1045,passion,1
1046,passport,1
1047,later,1
1048,celery,1
1049,none,1
1050,fruit,1
1051,slow,1
1052,omg,1
1053,quesadillas,1
1054,american,1
1055,train,1
1056,travel,1
1057,ideas,1
1058,spent,1
1059,produce,1
1060,straight,1
1061,power,1
1062,tastes,1
1063,heart,1
1064,splitting,1
1065,appetizers,1
1066,river,1
1067,rip,1
1068,stew,1
1069,unsuccessfully,1
1070,beyond,1
1071,18,1
1072,bomb,1
1073,bother,1
1074,ride,1
1075,lol,1
1076,pickle,1
1077,sugar,1
1078,claires,1
1079,fivestar,1
1080,fresco,1
1081,servesup,1
1082,lets,1
1083,often,1
1084,third,1
1085,total,1
1086,hard,1
1087,department,1
1088,stumbled,1
1089,upon,1
1090,basil,1
1091,potato,1
1092,groupon,1
1093,earth,1
1094,rate,1
1095,gave,1
1096,wanting,1
1097,afford,1
1098,frozen,1
1099,overly,1
1100,deli,1
1101,bay,1
1102,dine,1
1103,agree,1
1104,cornbread,1
1105,frills,1
1106,car,1
1107,mad,1
1108,tours,1
1109,mostly,1
1110,meaty,1
1111,55,1
1112,law,1
1113,pop,1
1114,mozzarella,1
1115,indian,1
1116,current,1
1117,thought,1
1118,eaten,1
1119,moist,1
1120,shake,1
1121,drizzle,1
1122,prior,1
1123,average,1
1124,sports,1
1125,point,1
1126,four,1
1127,covered,1
1128,copy,1
1129,major,1
1130,together,1
1131,art,1
1132,nicely,1
1133,wished,1
1134,nothing,1
1135,early,1
1136,honestly,1
1137,bright,1
1138,legit,1
1139,raspberries,1
1140,ribs,1
1141,modern,1
1142,indeed,1
1143,boozy,1
1144,25,1
1145,ridiculous,1
1146,superior,1
1147,visited,1
1148,icing,1
1149,pleasantly,1
1150,surprised,1
1151,ted,1
1152,rest,1
1153,cauliflower,1
1154,quesadilla,1
1155,consistently,1
1156,margaritas,1
1157,pizzeria,1
1158,popcorn,1
1159,brownies,1
1160,compelled,1
1161,breweries,1
1162,split,1
1163,prime,1
1164,appreciate,1
1165,sums,1
1166,heres,1
1167,tequila,1
1168,slightly,1
1169,missing,1
1170,based,1
1171,guide,1
1172,forward,1
1173,constantly,1
1174,accommodating,1
1175,convenient,1
1176,tweets,1
1177,windows,1
1178,company,1
1179,initially,1
1180,customize,1
1181,superb,1
1182,hearty,1
1183,mod,1
1184,lemon,1
1185,pecan,1
1186,smooth,1
1187,help,1
1188,blow,1
1189,picked,1
1190,personal,1
1191,sides,1
1192,narrow,1
1193,almond,1
1194,technically,1
1195,summer,1
1196,amount,1
1197,calzones,1
1198,originally,1
1199,em,1
1200,croissant,1
1201,sangria,1
1202,rotating,1
1203,cutest,1
1204,friendliest,1
1205,stocked,1
1206,prompt,1
1207,cooking,1
1208,olive,1
1209,tall,1
1210,divine,1
1211,extensive,1
1212,friday,1
1213,comments,1
1214,stops,1
1215,bday,1
1216,changed,1
1217,scratch,1
1218,calamari,1
1219,station,1
1220,boyfriend,1
1221,manhattan,1
1222,70,1
1223,alternatives,1
1224,strip,1
1225,immediately,1
1226,veggies,1
1227,montecito,1
1228,secret,1
1229,keto,1
1230,heading,1
1231,south,1
1232,phone,1
1233,butcher,1
1234,hagendazs,1
1235,pimento,1
1236,alternative,1
1237,combo,1
1238,solid,1
1239,hue,1
1240,takes,1
1241,tarts,1
1242,figured,1
1243,monday,1
1244,hoping,1
1245,owners,1
1246,already,1
1247,orders,1
1248,catfish,1
1249,church,1
1250,recall,1
1251,biggest,1
1252,grill,1
1253,call,1
1254,chunks,1
1255,everyones,1
1256,menus,1
1257,mom,1
1258,normally,1
1259,giving,1
1260,month,1
1261,closer,1
1262,impressed,1
1263,pier,1
1264,battered,1
1265,brownie,1
1266,puts,1
1267,signature,1
1268,experienced,1
1269,says,1
1270,delivering,1
1271,mile,1
1272,mini,1
1273,liking,1
1274,tahini,1
1275,mushroom,1
1276,dave,1
1277,explained,1
1278,cooled,1
1279,loud,1
1280,praline,1
1281,panera,1
1282,glutenfree,1
1283,recommended,1
1284,sugars,1
1285,shows,1
1286,vindaloo,1
1287,caramel,1
1288,grant,1
1289,easy,1
1290,array,1
1291,40,1
1292,planning,1
1293,ambiance,1
1294,chill,1
1295,aroma,1
1296,catch,1
1297,search,1
1298,miss,1
1299,organic,1
1300,sat,1
1301,avocado,1
1302,nutella,1
1303,crafted,1
1304,ingredients,1
1305,quickly,1
1306,popsicles,1
1307,doughnuts,1
1308,folks,1
1309,beignets,1
1310,speedy,1
1311,product,1
1312,proposition,1
1313,rib,1
1314,reviews,1
1315,handmade,1
1316,dietary,1
1317,else,1
1318,goodness,1
1319,informative,1
1320,crowd,1
1321,ac,1
1322,six,1
1323,easier,1
1324,continue,1
1325,products,1
1326,according,1
1327,certain,1
1328,bummed,1
1329,occasions,1
1330,cocktail,1
1331,virtually,1
1332,cheaper,1
1333,west,1
1334,tommy,1
1335,shell,1
1336,perhaps,1
1337,mothers,1
1338,pasta,1
1339,ran,1
1340,scoop,1
1341,offerings,1
1342,national,1
1343,cranberry,1
1344,muffin,1
1345,caffe,1
1346,evening,1
1347,mild,1
1348,peanut,1
1349,classic,1
1350,yuca,1
1351,flakey,1
1352,pistachio,1
1353,cod,1
1354,world,1
1355,eastern,1
1356,pudding,1
1357,pickled,1
1358,ceviche,1
1359,ensure,1
1360,unfortunately,1
1361,barista,1
1362,condo,1
1363,delight,1
1364,due,1
1365,felt,1
1366,star,1
1367,snack,1
1368,positive,1
1369,seats,1
1370,candied,1
1371,salt,1
1372,mean,1
1373,low,1
1374,aside,1
1375,rush,1
1376,tootsie,1
1377,tortillas,1
1378,19,1
1379,employees,1
1380,drinking,1
1381,dense,1
1382,p,1
1383,club,1
1384,followed,1
1385,certificate,1
1386,water,1
1387,taking,1
1388,larger,1
1389,members,1
1390,pho,1
1391,specials,1
1392,card,1
1393,informed,1
1394,50,1
1395,grateful,1
1396,foot,1
1397,pay,1
1398,sweetness,1
1399,cramped,1
1400,double,1
1401,hidden,1
1402,mashed,1
1403,buttery,1
1404,crunchy,1
1405,molldeli,1
1406,outrageous,1
1407,chose,1
1408,simple,1
1409,aioli,1
1410,created,1
1411,sauces,1
1412,pot,1
1413,goodies,1
1414,compare,1
1415,glad,1
1416,saying,1
1417,lavender,1
1418,bathroom,1
1419,minute,1
1420,priced,1
1421,weekends,1
1422,portabella,1
1423,slider,1
1424,pork,1
1425,advice,1
1426,specially,1
1427,ordering,1
1428,patrons,1
1429,sub,1
1430,insanely,1
1431,hormones,1
1432,basically,1
1433,workers,1
1434,brain,1
1435,oyster,1
1436,texture,1
1437,peppermint,1
1438,adds,1
1439,decision,1
1440,half,1
1441,couldve,1
1442,drexel,1
