,word,frequency
249,sat,5
250,available,5
251,half,5
252,high,5
253,days,5
254,quickly,5
255,eating,5
256,needs,5
257,quality,5
258,evening,5
259,thought,5
260,helpful,5
261,swiss,5
262,bought,5
263,found,5
264,seasoned,5
265,live,5
266,entire,5
267,italian,5
268,fish,5
269,red,5
270,enjoy,5
271,someone,5
272,mean,5
273,restaurants,5
274,door,5
275,frosting,5
276,second,5
277,might,5
278,gravy,5
279,butter,5
280,type,5
281,deep,5
282,sure,5
283,seafood,5
284,mind,4
285,hed,4
286,return,4
287,frozen,4
288,overcooked,4
289,unfortunately,4
290,wrap,4
291,years,4
292,ago,4
293,tzatziki,4
294,part,4
295,tomato,4
296,front,4
297,par,4
298,meeting,4
299,taking,4
300,shot,4
301,worst,4
302,wrong,4
303,money,4
304,business,4
305,tea,4
306,recently,4
307,moved,4
308,neighborhood,4
309,check,4
310,star,4
311,number,4
312,total,4
313,gave,4
314,delicious,4
315,style,4
316,thats,4
317,thinking,4
318,attitude,4
319,theres,4
320,awful,4
321,outdoor,4
322,seating,4
323,offer,4
324,given,4
325,stars,4
326,pick,4
327,easy,4
328,rest,4
329,thick,4
330,weird,4
331,fine,4
332,fair,4
333,egg,4
334,dish,4
335,giving,4
336,uncomfortable,4
337,clear,4
338,seat,4
339,arrived,4
340,management,4
341,steak,4
342,let,4
343,slices,4
344,brunch,4
345,asking,4
346,actually,4
347,face,4
348,outside,4
349,behind,4
350,ended,4
351,stuff,4
352,couldnt,4
353,paying,4
354,margaritas,4
355,side,4
356,slow,4
357,soup,4
358,pie,4
359,patio,4
360,keep,4
361,philly,4
362,local,4
363,cake,4
364,chips,4
365,enchiladas,4
366,french,4
367,something,4
368,write,4
369,grits,4
370,oysters,4
371,kfc,4
372,sub,4
373,groupon,4
374,making,4
375,pieces,4
376,cook,4
377,meh,3
378,literally,3
379,prep,3
380,dining,3
381,everywhere,3
382,etc,3
383,fact,3
384,glass,3
385,taco,3
386,damn,3
387,house,3
388,based,3
389,syrup,3
390,authentic,3
391,sitting,3
392,nashville,3
393,today,3
394,except,3
395,thru,3
396,group,3
397,product,3
398,expensive,3
399,put,3
400,products,3
401,able,3
402,tomatoes,3
403,far,3
404,chairs,3
405,shop,3
406,henry,3
407,add,3
408,iced,3
409,dark,3
410,folks,3
411,disappointment,3
412,prepared,3
413,warm,3
414,special,3
415,pulled,3
416,pork,3
417,patty,3
418,sauces,3
419,watching,3
420,kept,3
421,plain,3
422,bagel,3
423,somewhere,3
424,signs,3
425,pickup,3
426,instead,3
427,friends,3
428,arent,3
429,bartenders,3
430,skip,3
431,standing,3
432,cool,3
433,use,3
434,free,3
435,st,3
436,overpriced,3
437,real,3
438,seem,3
439,ate,3
440,section,3
441,within,3
442,delivery,3
443,night,3
444,ready,3
445,room,3
446,empty,3
447,steamed,3
448,hand,3
449,bagels,3
450,hardly,3
451,melted,3
452,wife,3
453,excellent,3
454,weeks,3
455,less,3
456,full,3
457,case,3
458,sides,3
459,strange,3
460,problem,3
461,hours,3
462,due,3
463,15,3
464,nachos,3
465,guess,3
466,market,3
467,cut,3
468,rather,3
469,although,3
470,sunday,3
471,trip,3
472,later,3
473,bland,3
474,id,3
475,right,3
476,options,3
477,choose,3
478,getting,3
479,sit,3
480,rushed,3
481,received,3
482,bus,3
483,tip,3
484,salad,3
485,okay,3
486,favorite,3
487,decided,3
488,town,3
489,difficult,3
490,others,3
491,seriously,3
492,loud,3
493,biggest,3
494,new,3
495,moment,3
496,certainly,3
497,bit,3
498,prefer,3
499,ignored,3
500,hate,3
501,throw,3
502,word,3
503,single,3
504,youre,3
505,funny,3
506,grouper,3
507,hungry,3
508,indian,3
509,donuts,3
510,limited,3
511,almost,3
512,ones,3
513,expectations,3
514,cupcakes,3
515,means,3
516,year,3
517,run,3
518,similar,3
519,taken,3
520,mexican,3
521,onion,3
522,recommend,3
523,kind,3
524,stated,3
525,dinner,3
526,burgers,3
527,underwhelmed,3
528,kitchen,3
529,blt,3
530,appetizer,3
531,soul,3
532,tasty,3
533,4,3
534,help,3
535,says,3
536,station,3
537,odd,3
538,packed,3
539,bill,3
540,online,3
541,portion,3
542,figure,3
543,roll,3
544,bits,3
545,week,3
546,billingsgate,3
547,mussels,3
548,breasts,3
549,party,2
550,trio,2
551,burritos,2
552,guacamole,2
553,buy,2
554,40,2
555,waffle,2
556,processed,2
557,homemade,2
558,maple,2
559,browns,2
560,greasy,2
561,fairly,2
562,chewy,2
563,outdated,2
564,extreme,2
565,saltiness,2
566,called,2
567,mistake,2
568,cars,2
569,greet,2
570,latte,2
571,espresso,2
572,closest,2
573,forever,2
574,bc,2
575,correct,2
576,communicate,2
577,speak,2
578,spanish,2
579,spend,2
580,unless,2
581,blocks,2
582,morning,2
583,corner,2
584,college,2
585,vibe,2
586,lacked,2
587,name,2
588,thomas,2
589,train,2
590,chill,2
591,february,2
592,heard,2
593,deal,2
594,ridiculous,2
595,plus,2
596,purpose,2
597,ground,2
598,assembled,2
599,supposed,2
600,hang,2
601,east,2
602,coast,2
603,already,2
604,lemonade,2
605,turn,2
606,weekend,2
607,crowded,2
608,sucked,2
609,easier,2
610,break,2
611,near,2
612,convenient,2
613,orders,2
614,ignore,2
615,walk,2
616,beers,2
617,chickfila,2
618,rivergate,2
619,springs,2
620,may,2
621,goes,2
622,amazing,2
623,cramped,2
624,louis,2
625,value,2
626,proper,2
627,offers,2
628,unlikely,2
629,enough,2
630,missed,2
631,lack,2
632,gets,2
633,item,2
634,girl,2
635,popular,2
636,piece,2
637,sausage,2
638,finding,2
639,range,2
640,partner,2
641,20,2
642,clue,2
643,filling,2
644,doughy,2
645,downhill,2
646,plates,2
647,general,2
648,mushy,2
649,rice,2
650,impressed,2
651,pastrami,2
652,quantity,2
653,continued,2
654,smaller,2
655,commented,2
656,top,2
657,proceeded,2
658,short,2
659,gross,2
660,mac,2
661,salty,2
662,mention,2
663,laughing,2
664,blizzard,2
665,seems,2
666,ran,2
667,young,2
668,staffing,2
669,yet,2
670,longer,2
671,simply,2
672,overwhelmed,2
673,job,2
674,tough,2
675,wish,2
676,early,2
677,returning,2
678,pound,2
679,clerk,2
680,easter,2
681,poor,2
682,plenty,2
683,straw,2
684,cash,2
685,register,2
686,act,2
687,choice,2
688,picked,2
689,melt,2
690,corned,2
691,immediate,2
692,spots,2
693,middle,2
694,cafe,2
695,additional,2
696,seats,2
697,four,2
698,groups,2
699,seen,2
700,saw,2
701,greeted,2
702,clearly,2
703,cheesesteak,2
704,mustard,2
705,overwhelming,2
706,shakes,2
707,starting,2
708,apologetic,2
709,situation,2
710,wondering,2
711,tastes,2
712,hopefully,2
713,nearby,2
714,dead,2
715,quiet,2
716,huffy,2
717,barista,2
718,review,2
719,started,2
720,angry,2
721,nosy,2
722,finish,2
723,personal,2
724,show,2
725,care,2
726,indifferent,2
727,watched,2
728,decide,2
729,happened,2
730,heat,2
731,pouring,2
732,clean,2
733,main,2
734,bumps,2
735,mozzerela,2
736,groceries,2
737,jam,2
738,person,2
739,minute,2
740,yelp,2
741,shops,2
742,cinco,2
743,de,2
744,mayo,2
745,forgot,2
746,bright,2
747,strawberry,2
748,completely,2
749,cost,2
750,595,2
751,key,2
752,lime,2
753,cute,2
754,music,2
755,note,2
756,buffet,2
757,save,2
758,pricey,2
759,gyros,2
760,doner,2
761,stuffed,2
762,cupcake,2
763,chains,2
764,sprinkles,2
765,flying,2
766,velvet,2
767,mouth,2
768,goodness,2
769,window,2
770,loved,2
771,twice,2
772,apple,2
773,12,2
774,bakery,2
775,returned,2
776,work,2
777,cup,2
778,camarone,2
779,seitan,2
780,flavour,2
781,filled,2
782,chance,2
783,salt,2
784,veggies,2
785,meals,2
786,issue,2
787,added,2
788,opened,2
789,coke,2
790,paid,2
791,paste,2
792,boys,2
793,volume,2
794,multiple,2
795,complained,2
796,dishes,2
797,american,2
798,yeah,2
799,sour,2
800,grilled,2
801,cooked,2
802,lexington,2
803,flavorful,2
804,mary,2
805,batch,2
806,stepped,2
807,blown,2
808,surprised,2
809,falling,2
810,makes,2
811,playing,2
812,bunch,2
813,jeans,2
814,dirty,2
815,fall,2
816,yummy,2
817,close,2
818,certain,2
819,establishments,2
820,per,2
821,stop,2
822,locations,2
823,oh,2
824,willing,2
825,confused,2
826,advise,2
827,definitely,2
828,happy,2
829,passing,2
830,messy,2
831,done,2
832,sugar,2
833,employee,2
834,system,2
835,reservation,2
836,yes,2
837,hoagie,2
838,despite,2
839,skillet,2
840,bucks,2
841,pantry,2
842,fluffy,2
843,true,2
844,whites,2
845,raw,2
846,runny,2
847,process,2
848,knows,2
849,push,2
850,bags,2
851,hope,2
852,extremely,2
853,pastries,2
854,izumi,2
855,expected,2
856,stressful,2
857,bell,2
858,bottom,2
859,subway,2
860,chopped,2
861,doughnuts,2
862,blueberries,2
863,platter,2
864,tiny,2
865,inhouse,2
866,cod,2
867,tartar,2
868,tuna,2
869,tds,1
870,figuratively,1
871,decor,1
872,boards,1
873,stainless,1
874,steel,1
875,soda,1
876,machines,1
877,identification,1
878,shirts,1
879,nametags,1
880,reasonably,1
881,priced,1
882,irked,1
883,charge,1
884,included,1
885,samples,1
886,various,1
887,salsas,1
888,2oz,1
889,bowls,1
890,brother,1
891,spent,1
892,apps,1
893,blah,1
894,akin,1
895,version,1
896,waterysugary,1
897,fake,1
898,flavoring,1
899,trees,1
900,hash,1
901,awhile,1
902,uninspired,1
903,living,1
904,reputation,1
905,offerings,1
906,falafel,1
907,falafels,1
908,pita,1
909,hoping,1
910,pull,1
911,nope,1
912,youd,1
913,imagine,1
914,thin,1
915,glue,1
916,diced,1
917,cucumber,1
918,underneath,1
919,icky,1
920,deserve,1
921,caramel,1
922,frappe,1
923,min,1
924,sad,1
925,report,1
926,outrageous,1
927,entered,1
928,acknowledgement,1
929,vienna,1
930,7,1
931,realizing,1
932,prior,1
933,posts,1
934,praise,1
935,experiences,1
936,distance,1
937,politically,1
938,lent,1
939,offense,1
940,english,1
941,fishers,1
942,indiana,1
943,slowest,1
944,advice,1
945,pass,1
946,allot,1
947,jalapeo,1
948,cucumbers,1
949,mush,1
950,overripe,1
951,27,1
952,teas,1
953,chinatown,1
954,henrys,1
955,forward,1
956,beautifully,1
957,humid,1
958,august,1
959,standard,1
960,ordinary,1
961,scattered,1
962,throughout,1
963,couches,1
964,armchairs,1
965,industrial,1
966,airbnb,1
967,chic,1
968,uniqueness,1
969,reminds,1
970,tank,1
971,engine,1
972,named,1
973,association,1
974,stfu,1
975,bitter,1
976,amount,1
977,obscene,1
978,idk,1
979,cooler,1
980,impression,1
981,summer,1
982,slightly,1
983,korean,1
984,effort,1
985,lucky,1
986,bun,1
987,asian,1
988,fusion,1
989,sole,1
990,using,1
991,toppings,1
992,killed,1
993,gourmet,1
994,solid,1
995,ingredients,1
996,artists,1
997,turkey,1
998,brie,1
999,spinach,1
1000,florentine,1
1001,wraps,1
1002,fittingly,1
1003,crumples,1
1004,thank,1
1005,god,1
1006,fold,1
1007,befuddled,1
1008,ten,1
1009,please,1
1010,payhere,1
1011,direct,1
1012,traffic,1
1013,green,1
1014,peach,1
1015,theme,1
1016,remake,1
1017,mardi,1
1018,gras,1
1019,lacking,1
1020,pros,1
1021,portopotty,1
1022,bathroom,1
1023,parade,1
1024,route,1
1025,cons,1
1026,properly,1
1027,microbrew,1
1028,meant,1
1029,ipa,1
1030,joke,1
1031,sudden,1
1032,realizations,1
1033,advantage,1
1034,hell,1
1035,apparently,1
1036,nashvillians,1
1037,double,1
1038,lane,1
1039,kudos,1
1040,wifi,1
1041,twenty,1
1042,avoid,1
1043,plague,1
1044,til,1
1045,surrounded,1
1046,terms,1
1047,fare,1
1048,wildly,1
1049,cutlery,1
1050,glassware,1
1051,missing,1
1052,neat,1
1053,pin,1
1054,matter,1
1055,custom,1
1056,ribs,1
1057,bark,1
1058,remain,1
1059,moist,1
1060,liking,1
1061,end,1
1062,sherwood,1
1063,parkers,1
1064,matters,1
1065,owners,1
1066,togo,1
1067,working,1
1068,german,1
1069,pretzel,1
1070,box,1
1071,chinese,1
1072,wei,1
1073,hong,1
1074,worse,1
1075,dumplings,1
1076,wrapper,1
1077,detracted,1
1078,broccoli,1
1079,inedible,1
1080,texture,1
1081,boiled,1
1082,gelatinous,1
1083,scraped,1
1084,threw,1
1085,taos,1
1086,orange,1
1087,textures,1
1088,coating,1
1089,gloopy,1
1090,memorable,1
1091,mehi,1
1092,past,1
1093,array,1
1094,written,1
1095,pleasure,1
1096,adding,1
1097,spoiled,1
1098,creamer,1
1099,stick,1
1100,einsteins,1
1101,pete,1
1102,couple,1
1103,portions,1
1104,gradually,1
1105,explain,1
1106,berated,1
1107,story,1
1108,lost,1
1109,garlic,1
1110,mashed,1
1111,potatoes,1
1112,slimy,1
1113,practically,1
1114,flavorless,1
1115,busted,1
1116,question,1
1117,dq,1
1118,sadly,1
1119,adults,1
1120,school,1
1121,beat,1
1122,ability,1
1123,turnover,1
1124,timely,1
1125,fashion,1
1126,upset,1
1127,workers,1
1128,handling,1
1129,schedules,1
1130,slipped,1
1131,theyd,1
1132,squeeze,1
1133,bottles,1
1134,wed,1
1135,shared,1
1136,soggy,1
1137,saturday,1
1138,words,1
1139,gotten,1
1140,vaca,1
1141,accolades,1
1142,five,1
1143,unfriendly,1
1144,imported,1
1145,poorly,1
1146,clump,1
1147,ricotta,1
1148,dated,1
1149,328,1
1150,vine,1
1151,friday,1
1152,cakes,1
1153,disappointing,1
1154,shopping,1
1155,immaculate,1
1156,final,1
1157,gifts,1
1158,150,1
1159,limit,1
1160,atm,1
1161,terminal,1
1162,100,1
1163,50i,1
1164,stay,1
1165,weavers,1
1166,foods,1
1167,wegmanns,1
1168,issues,1
1169,caused,1
1170,estimated,1
1171,date,1
1172,closed,1
1173,split,1
1174,sound,1
1175,faced,1
1176,lunchmeat,1
1177,dressing,1
1178,hung,1
1179,talk,1
1180,approached,1
1181,hurry,1
1182,fiance,1
1183,west,1
1184,chester,1
1185,awesome,1
1186,figured,1
1187,ton,1
1188,affordable,1
1189,world,1
1190,considered,1
1191,immediately,1
1192,placed,1
1193,1100am,1
1194,1200pm,1
1195,kicked,1
1196,owner,1
1197,older,1
1198,women,1
1199,holding,1
1200,unfortunate,1
1201,needless,1
1202,generous,1
1203,appalling,1
1204,saving,1
1205,grace,1
1206,maitred,1
1207,offended,1
1208,separate,1
1209,boy,1
1210,wine,1
1211,finished,1
1212,saying,1
1213,ticket,1
1214,dessert,1
1215,presented,1
1216,displeased,1
1217,tipped,1
1218,requires,1
1219,providing,1
1220,wiz,1
1221,expects,1
1222,wants,1
1223,greek,1
1224,ranges,1
1225,planet,1
1226,visits,1
1227,unable,1
1228,serve,1
1229,happen,1
1230,row,1
1231,speaker,1
1232,patrick,1
1233,offered,1
1234,redeem,1
1235,color,1
1236,pale,1
1237,maguro,1
1238,deveined,1
1239,black,1
1240,tempura,1
1241,role,1
1242,lotus,1
1243,continues,1
1244,turns,1
1245,storm,1
1246,temporarily,1
1247,shut,1
1248,newtous,1
1249,pagoda,1
1250,heres,1
1251,talked,1
1252,ways,1
1253,luck,1
1254,draw,1
1255,beautiful,1
1256,gardens,1
1257,homes,1
1258,duh,1
1259,stroll,1
1260,applying,1
1261,towards,1
1262,scoring,1
1263,noting,1
1264,dealio,1
1265,silent,1
1266,freaking,1
1267,study,1
1268,youve,1
1269,winner,1
1270,chat,1
1271,move,1
1272,stared,1
1273,cared,1
1274,checking,1
1275,actual,1
1276,noise,1
1277,startled,1
1278,largest,1
1279,max,1
1280,capacity,1
1281,comfiest,1
1282,chose,1
1283,read,1
1284,cookbook,1
1285,stillness,1
1286,loooooong,1
1287,conversation,1
1288,cell,1
1289,church,1
1290,voice,1
1291,loudspeaker,1
1292,mattered,1
1293,noticed,1
1294,roof,1
1295,fell,1
1296,notice,1
1297,pretending,1
1298,ignoring,1
1299,heaved,1
1300,numerous,1
1301,sighs,1
1302,helped,1
1303,spoiler,1
1304,alert,1
1305,seemingly,1
1306,downright,1
1307,play,1
1308,steady,1
1309,stream,1
1310,stressing,1
1311,relaxing,1
1312,ya,1
1313,medium,1
1314,chicory,1
1315,appeared,1
1316,seconds,1
1317,theyll,1
1318,okkkkkkk,1
1319,needing,1
1320,dealing,1
1321,public,1
1322,kiss,1
1323,butt,1
1324,mindblowing,1
1325,tepid,1
1326,14,1
1327,grounds,1
1328,spoons,1
1329,remember,1
1330,fairtrade,1
1331,poured,1
1332,plastic,1
1333,bathrooms,1
1334,cleanliness,1
1335,notch,1
1336,trade,1
1337,buttload,1
1338,snark,1
1339,often,1
1340,sold,1
1341,believe,1
1342,cows,1
1343,milk,1
1344,stock,1
1345,cooking,1
1346,ingredient,1
1347,interaction,1
1348,awkward,1
1349,hanging,1
1350,late,1
1351,1980s,1
1352,pine,1
1353,children,1
1354,current,1
1355,cones,1
1356,terribly,1
1357,receipt,1
1358,credit,1
1359,card,1
1360,info,1
1361,disappeared,1
1362,turnoff,1
1363,franklin,1
1364,fountain,1
1365,reasonable,1
1366,attractive,1
1367,setting,1
1368,discovered,1
1369,gps,1
1370,app,1
1371,anyways,1
1372,pier,1
1373,tourist,1
1374,aquarium,1
1375,woo,1
1376,hoo,1
1377,margarita,1
1378,particular,1
1379,wth,1
1380,blended,1
1381,pineapple,1
1382,banana,1
1383,mango,1
1384,fruity,1
1385,occupied,1
1386,fl,1
1387,whatever,1
1388,woman,1
1389,haters,1
1390,suck,1
1391,995,1
1392,165,1
1393,rip,1
1394,imho,1
1395,400,1
1396,bowl,1
1397,cheesecake,1
1398,faces,1
1399,beach,1
1400,ruined,1
1401,calling,1
1402,faggots,1
1403,deafening,1
1404,rap,1
1405,motherfr,1
1406,carryout,1
1407,miserable,1
1408,homophobic,1
1409,slurs,1
1410,hear,1
1411,cheap,1
1412,lacks,1
1413,basic,1
1414,names,1
1415,self,1
1416,snhuncks,1
1417,worlds,1
1418,waste,1
1419,terrific,1
1420,presentation,1
1421,arroz,1
1422,con,1
1423,pollo,1
1424,artfully,1
1425,arranged,1
1426,abysmal,1
1427,occasion,1
1428,interminably,1
1429,waitstaff,1
1430,shakeup,1
1431,dedicated,1
1432,hostessoutside,1
1433,soso,1
1434,reno,1
1435,sparks,1
1436,salad4,1
1437,highlight,1
1438,lamb,1
1439,breads,1
1440,berlin,1
1441,contents,1
1442,pitalike,1
1443,simple,1
1444,brag,1
1445,630,1
1446,pm,1
1447,compensate,1
1448,begin,1
1449,tend,1
1450,fancy,1
1451,visually,1
1452,frostingtocupcake,1
1453,ratio,1
1454,chocolate,1
1455,overwhelm,1
1456,third,1
1457,negative,1
1458,mash,1
1459,separately,1
1460,stores,1
1461,displays,1
1462,mother,1
1463,manicotti,1
1464,creamy,1
1465,flaky,1
1466,whenever,1
1467,closing,1
1468,dig,1
1469,soon,1
1470,scooped,1
1471,tray,1
1472,fuss,1
1473,muss,1
1474,wcardamon,1
1475,spice,1
1476,cherry,1
1477,wsour,1
1478,cherries,1
1479,blackberry,1
1480,bites,1
1481,regret,1
1482,purchase,1
1483,considering,1
1484,tag,1
1485,cobb,1
1486,reminisce,1
1487,buds,1
1488,changed,1
1489,chefs,1
1490,panera,1
1491,cosi,1
1492,driving,1
1493,ensure,1
1494,las,1
1495,cazuelas,1
1496,hearing,1
1497,promptly,1
1498,ceviche,1
1499,glasses,1
1500,emptied,1
1501,fixed,1
1502,veggie,1
1503,pepper,1
1504,seasonings,1
1505,exact,1
1506,creativity,1
1507,trucks,1
1508,south,1
1509,presentable,1
1510,retrained,1
1511,allow,1
1512,bottle,1
1513,bothered,1
1514,interact,1
1515,picture,1
1516,segway,1
1517,tour,1
1518,medicine,1
1519,unisex,1
1520,restroom,1
1521,lock,1
1522,broken,1
1523,occupying,1
1524,training,1
1525,weak,1
1526,thu,1
1527,diet,1
1528,charged,1
1529,friesand,1
1530,cracker,1
1531,barrel,1
1532,verged,1
1533,latter,1
1534,gone,1
1535,lusting,1
1536,scrambled,1
1537,disappoint,1
1538,gummy,1
1539,hint,1
1540,chlorine,1
1541,biscuit,1
1542,tad,1
1543,crispy,1
1544,chain,1
1545,pains,1
1546,fear,1
1547,pk,1
1548,lively,1
1549,elevated,1
1550,pub,1
1551,yesterday,1
1552,overrun,1
1553,drunken,1
1554,frat,1
1555,dropping,1
1556,fbombs,1
1557,shouting,1
1558,exploits,1
1559,rapists,1
1560,parties,1
1561,altogether,1
1562,serving,1
1563,justify,1
1564,2530,1
1565,noclass,1
1566,dive,1
1567,octopus,1
1568,rubbery,1
1569,hence,1
1570,deluded,1
1571,aspirations,1
1572,blindfold,1
1573,tied,1
1574,covered,1
1575,scraping,1
1576,rid,1
1577,beans,1
1578,feeling,1
1579,salted,1
1580,boring,1
1581,bf,1
1582,stellar,1
1583,horrid,1
1584,fantastic,1
1585,lol,1
1586,45,1
1587,rings,1
1588,chewing,1
1589,rubber,1
1590,letting,1
1591,pure,1
1592,grease,1
1593,list,1
1594,restraunts,1
1595,traditional,1
1596,sent,1
1597,informed,1
1598,essence,1
1599,fest,1
1600,expecting,1
1601,air,1
1602,blood,1
1603,decidedly,1
1604,hustle,1
1605,sweeping,1
1606,floor,1
1607,smashburger,1
1608,blakes,1
1609,accident,1
1610,crumbles,1
1611,shredded,1
1612,lettuce,1
1613,crumbled,1
1614,bleh,1
1615,institution,1
1616,city,1
1617,tries,1
1618,lets,1
1619,compare,1
1620,toe,1
1621,greatness,1
1622,honesty,1
1623,comparing,1
1624,aspect,1
1625,comes,1
1626,related,1
1627,nacho,1
1628,mins,1
1629,biz,1
1630,band,1
1631,blues,1
1632,jazzy,1
1633,undertones,1
1634,slept,1
1635,thoughtthey,1
1636,rolled,1
1637,hit,1
1638,licks,1
1639,laying,1
1640,couch,1
1641,knew,1
1642,tees,1
1643,cat,1
1644,shirt,1
1645,stage,1
1646,presence,1
1647,classy,1
1648,placenot,1
1649,gentlemans,1
1650,club,1
1651,feel,1
1652,sushigag,1
1653,daddy,1
1654,jacks,1
1655,aaron,1
1656,kroger,1
1657,79th,1
1658,creek,1
1659,hes,1
1660,thailand,1
1661,helps,1
1662,sushi,1
1663,master,1
1664,familiar,1
1665,ann,1
1666,arbor,1
1667,michigan,1
1668,yuck,1
1669,batter,1
1670,dusting,1
1671,1250,1
1672,cent,1
1673,thrown,1
1674,beyond,1
1675,laughablewhere,1
1676,skill,1
1677,corona,1
1678,mess,1
1679,upone,1
1680,folksfool,1
1681,outta,1
1682,involved,1
1683,attest,1
1684,charms,1
1685,mine,1
1686,suggested,1
1687,housed,1
1688,desserts,1
1689,charming,1
1690,refurbishing,1
1691,worn,1
1692,sosoi,1
1693,grocery,1
1694,entirely,1
1695,companion,1
1696,addition,1
1697,baked,1
1698,goods,1
1699,peanut,1
1700,appear,1
1701,appealing,1
1702,investing,1
1703,nicer,1
1704,display,1
1705,cases,1
1706,mtjic,1
1707,refused,1
1708,frappacino,1
1709,fifty,1
1710,lifetime,1
1711,lectured,1
1712,request,1
1713,hey,1
1714,kop,1
1715,mall,1
1716,higher,1
1717,pleasant,1
1718,dc,1
1719,ratings,1
1720,smoked,1
1721,salmon,1
1722,croissants,1
1723,highlights,1
1724,toast,1
1725,benedict,1
1726,carving,1
1727,omelet,1
1728,clam,1
1729,chowder,1
1730,mere,1
1731,bulles,1
1732,copper,1
1733,kettle,1
1734,ellendales,1
1735,bypass,1
1736,refilled,1
1737,bussed,1
1738,midmeal,1
1739,sweet,1
1740,eastern,1
1741,pops,1
1742,stopped,1
1743,angelos,1
1744,opted,1
1745,gyro,1
1746,dried,1
1747,yogurt,1
1748,mixed,1
1749,dill,1
1750,parsley,1
1751,mint,1
1752,seasoning,1
1753,fresher,1
1754,flyers,1
1755,disrespectful,1
1756,remembering,1
1757,agree,1
1758,previous,1
1759,satisfactory,1
1760,drivethrough,1
1761,defectively,1
1762,designed,1
1763,constructed,1
1764,narrow,1
1765,winding,1
1766,shouldnt,1
1767,reconstruct,1
1768,importantly,1
1769,improved,1
1770,handed,1
1771,loaded,1
1772,originally,1
1773,apology,1
1774,annoyed,1
1775,incorrect,1
1776,prestigious,1
1777,neighborhoods,1
1778,purchased,1
1779,35,1
1780,earlier,1
1781,leaving,1
1782,voucher,1
1783,email,1
1784,confirmation,1
1785,print,1
1786,reservations,1
1787,required,1
1788,mentioned,1
1789,handled,1
1790,politely,1
1791,aggressive,1
