,word,frequency
1594,clientele,1
1595,reunion,1
1596,deadbeat,1
1597,drunk,1
1598,father,1
1599,oj,1
1600,corner,1
1601,random,1
1602,outbursts,1
1603,shared,1
1604,815,1
1605,starting,1
1606,left,1
1607,although,1
1608,sulky,1
1609,male,1
1610,jan,1
1611,pussface,1
1612,together,1
1613,16,1
1614,grilled,1
1615,complaining,1
1616,honestly,1
1617,allow,1
1618,decision,1
1619,change,1
1620,positive,1
1621,load,1
1622,supposed,1
1623,wheres,1
1624,rollsbiscuits,1
1625,starbucksso,1
1626,clones,1
1627,futile,1
1628,youve,1
1629,already,1
1630,flavored,1
1631,trick,1
1632,brewed,1
1633,orleans,1
1634,starbuckathons,1
1635,clue,1
1636,pizzas,1
1637,alittle,1
1638,tastier,1
1639,delivery,1
1640,southern,1
1641,ybor,1
1642,non,1
1643,soda,1
1644,spiked,1
1645,shakes,1
1646,job,1
1647,attributed,1
1648,spectacular,1
1649,consistently,1
1650,ounce,1
1651,alcohol,1
1652,cuisine,1
1653,downtown,1
1654,regards,1
1655,aberration,1
1656,foodie,1
1657,establishments,1
1658,consistent,1
1659,base,1
1660,bensalem,1
1661,pa,1
1662,adieu,1
1663,havent,1
1664,branched,1
1665,seeking,1
1666,healthiest,1
1667,nuggetfriessoda,1
1668,fingersfriessoda,1
1669,ceasar,1
1670,wrapfriessoda,1
1671,grub,1
1672,overspending,1
1673,case,1
1674,immediately,1
1675,numbers,1
1676,sol,1
1677,advice,1
1678,arrive,1
1679,cases,1
1680,extroverts,1
1681,sort,1
1682,nonpeak,1
1683,530,1
1684,patio,1
1685,apps,1
1686,chorizo,1
1687,nachos,1
1688,trout,1
1689,stood,1
1690,6,1
1691,circle,1
1692,guess,1
1693,wonderful,1
1694,information,1
1695,sweets,1
1696,wellknown,1
1697,desserts,1
1698,watch,1
1699,wawa,1
1700,array,1
1701,reasonable,1
1702,gripe,1
1703,tomatoes,1
1704,freeze,1
1705,result,1
1706,premade,1
1707,dogs,1
1708,mess,1
1709,sterile,1
1710,vibe,1
1711,destination,1
1712,salt,1
1713,earth,1
1714,cocktail,1
1715,angry,1
1716,taco,1
1717,filling,1
1718,shiitake,1
1719,cauliflower,1
1720,mole,1
1721,mango,1
1722,jiffy,1
1723,lube,1
1724,leery,1
1725,stickers,1
1726,serving,1
1727,swearing,1
1728,use,1
1729,msg,1
1730,wonder,1
1731,bloat,1
1732,slap,1
1733,hurry,1
1734,whether,1
1735,current,1
1736,seasonal,1
1737,sampler,1
1738,batch,1
1739,100,1
1740,undead,1
1741,ipa,1
1742,paramount,1
1743,lose,1
1744,skimped,1
1745,steep,1
1746,anyone,1
1747,parties,1
1748,babies,1
1749,112,1
1750,old,1
1751,seen,1
1752,besides,1
1753,pulled,1
1754,shorting,1
1755,sounding,1
1756,burnt,1
1757,mustard,1
1758,dug,1
1759,shoe,1
1760,coleslaw,1
1761,ted,1
1762,drewes,1
1763,lines,1
1764,grand,1
1765,rude,1
1766,impatient,1
1767,hampton,1
1768,mazarin,1
1769,dec,1
1770,2016,1
1771,calls,1
1772,emailed,1
1773,superior,1
1774,bedroom,1
